    Date,Ticker,Weight
    2024-02-09,ATW,0.07840021897356625
    2024-02-09,BOA,0.05642442410358479
    2024-02-09,CDM,0.056753786842561535
    2024-02-09,CIH,0.04141879106341743
    2024-02-09,CSR,0.09231758087879297
    2024-02-09,GAZ,0.0553587063799288
    2024-02-09,HPS,0.006845483248906461
    2024-02-09,IAM,0.10735443755600763
    2024-02-09,LBV,0.03190476535991201
    2024-02-09,LHF,0.1266006464079564
    2024-02-09,LSE,-0.009006910828858577
    2024-02-09,MNG,0.04577727670060202
    2024-02-09,SID,0.12625199830808742
    2024-02-09,TQM,0.10375578721024178
    2024-02-09,WAA,0.07984300779529294
    2024-02-16,ATW,0.09332903889518837
    2024-02-16,BOA,0.05869064302214277
    2024-02-16,CDM,0.08588639193702041
    2024-02-16,CIH,0.054305078948703886
    2024-02-16,CSR,0.07963348895906665
    2024-02-16,GAZ,0.0740172879544858
    2024-02-16,HPS,-0.02472535525263305
    2024-02-16,IAM,0.10100632458261417
    2024-02-16,LBV,0.04922434965047853
    2024-02-16,LHF,0.11612797977604884
    2024-02-16,LSE,-0.021540079734503764
    2024-02-16,MNG,0.025730758850589133
    2024-02-16,SID,0.13599692861130425
    2024-02-16,TQM,0.09239359282314025
    2024-02-16,WAA,0.07992357097635379
    2024-02-23,ATW,0.0924403528119578
    2024-02-23,BOA,0.05807531533572478
    2024-02-23,CDM,0.07462490504120131
    2024-02-23,CIH,0.05580395530466192
    2024-02-23,CSR,0.077802105745961
    2024-02-23,GAZ,0.07241513022339932
    2024-02-23,HPS,-0.026729363038244365
    2024-02-23,IAM,0.11328074688067917
    2024-02-23,LBV,0.04617212969597505
    2024-02-23,LHF,0.11802564637216043
    2024-02-23,LSE,-0.012283953926004924
    2024-02-23,MNG,0.028395090929900047
    2024-02-23,SID,0.13752315987123107
    2024-02-23,TQM,0.08789557962509224
    2024-02-23,WAA,0.07655919912630535
    2024-03-01,ATW,0.09116568960446333
    2024-03-01,BOA,0.05615521830785438
    2024-03-01,CDM,0.06900748718282156
    2024-03-01,CIH,0.060507542409502416
    2024-03-01,CSR,0.07837060936795143
    2024-03-01,GAZ,0.0714921857762899
    2024-03-01,HPS,-0.025801873068207377
    2024-03-01,IAM,0.11216108337659987
    2024-03-01,LBV,0.048144354681232904
    2024-03-01,LHF,0.11233056403204565
    2024-03-01,LSE,-0.010288899883568665
    2024-03-01,MNG,0.02706972400369759
    2024-03-01,SID,0.14245846802745982
    2024-03-01,TQM,0.0922340650324618
    2024-03-01,WAA,0.07499378114939542
    2024-03-08,ATW,0.08742915423972235
    2024-03-08,BOA,0.060750841121427236
    2024-03-08,CDM,0.08477457203213837
    2024-03-08,CIH,0.05834191091426432
    2024-03-08,CSR,0.0682361522691651
    2024-03-08,GAZ,0.07679414811527507
    2024-03-08,HPS,-0.027087472225657622
    2024-03-08,IAM,0.10962932869087372
    2024-03-08,LBV,0.044408747346428495
    2024-03-08,LHF,0.10787922561462375
    2024-03-08,LSE,-0.0006344762160814904
    2024-03-08,MNG,0.028478649590202413
    2024-03-08,SID,0.12795487956110466
    2024-03-08,TQM,0.10190595244086621
    2024-03-08,WAA,0.07113838650564738
    2024-03-15,ATW,0.08676599075879073
    2024-03-15,BOA,0.06408792847139348
    2024-03-15,CDM,0.06175804269101746
    2024-03-15,CIH,0.06947526317634257
    2024-03-15,CSR,0.06220088258972495
    2024-03-15,GAZ,0.07652802199024229
    2024-03-15,HPS,-0.04136877091335539
    2024-03-15,IAM,0.12078496678693174
    2024-03-15,LBV,0.04369194770577172
    2024-03-15,LHF,0.11961705578877083
    2024-03-15,LSE,-0.014448471582487734
    2024-03-15,MNG,0.029628706506693542
    2024-03-15,SID,0.15126030289929876
    2024-03-15,TQM,0.10651910149814685
    2024-03-15,WAA,0.06349903163271814
    2024-03-22,ATW,0.09133215639906939
    2024-03-22,BOA,0.06553438666457016
    2024-03-22,CDM,0.07029478246756245
    2024-03-22,CIH,0.07156999836359185
    2024-03-22,CSR,0.05896294857310889
    2024-03-22,GAZ,0.07330439328410449
    2024-03-22,HPS,-0.042790902839964486
    2024-03-22,IAM,0.11849189746358019
    2024-03-22,LBV,0.04154847676526784
    2024-03-22,LHF,0.12084728617382683
    2024-03-22,LSE,-0.014418176491554352
    2024-03-22,MNG,0.030252332649046924
    2024-03-22,SID,0.14660906447019176
    2024-03-22,TQM,0.10351809421957085
    2024-03-22,WAA,0.06494326183802727
    2024-03-29,ATW,0.09419904658452546
    2024-03-29,BOA,0.06664699225953104
    2024-03-29,CDM,0.069642659297238
    2024-03-29,CIH,0.072059632941809
    2024-03-29,CSR,0.056215439234794315
    2024-03-29,GAZ,0.07393133558243799
    2024-03-29,HPS,-0.04315671615096801
    2024-03-29,IAM,0.1226630994695009
    2024-03-29,LBV,0.03992676393658607
    2024-03-29,LHF,0.12205896208885365
    2024-03-29,LSE,-0.014335014800409173
    2024-03-29,MNG,0.03200751125202719
    2024-03-29,SID,0.13910910247853014
    2024-03-29,TQM,0.10351751654670784
    2024-03-29,WAA,0.06551366927883581
    2024-04-05,ATW,0.09553176818444176
    2024-04-05,BOA,0.06659435521304231
    2024-04-05,CDM,0.07055938809801533
    2024-04-05,CIH,0.07428775122625637
    2024-04-05,CSR,0.0551769571882008
    2024-04-05,GAZ,0.06750675163711847
    2024-04-05,HPS,-0.04348274879258402
    2024-04-05,IAM,0.13189554022202957
    2024-04-05,LBV,0.047616417849428695
    2024-04-05,LHF,0.1189225193100784
    2024-04-05,LSE,-0.014280394732652416
    2024-04-05,MNG,0.027573054996043424
    2024-04-05,SID,0.1340010888103247
    2024-04-05,TQM,0.1019645075089185
    2024-04-05,WAA,0.06613304328133819
    2024-04-15,ATW,0.09459782696969765
    2024-04-15,BOA,0.06536447297147056
    2024-04-15,CDM,0.07511075417215479
    2024-04-15,CIH,0.07408858913590899
    2024-04-15,CSR,0.054823543160201174
    2024-04-15,GAZ,0.07824021828990543
    2024-04-15,HPS,-0.0435084764996015
    2024-04-15,IAM,0.13283848613418653
    2024-04-15,LBV,0.046776203266182655
    2024-04-15,LHF,0.11781773554566485
    2024-04-15,LSE,-0.015293800865430746
    2024-04-15,MNG,0.02036161117599131
    2024-04-15,SID,0.12976914941540402
    2024-04-15,TQM,0.09888976407778932
    2024-04-15,WAA,0.07012392305047498
    2024-04-19,ATW,0.09229656244553619
    2024-04-19,BOA,0.06662612228203671
    2024-04-19,CDM,0.0737845447783448
    2024-04-19,CIH,0.07082147048952435
    2024-04-19,CSR,0.05486587239393173
    2024-04-19,GAZ,0.07865621469290164
    2024-04-19,HPS,-0.04397054441195064
    2024-04-19,IAM,0.12597340287630984
    2024-04-19,LBV,0.03600442036163882
    2024-04-19,LHF,0.11877554125667018
    2024-04-19,LSE,-0.0192867818834026
    2024-04-19,MNG,0.03643411740204829
    2024-04-19,SID,0.13670943643103795
