Date,WG_RETURN,WG_REPL,residual
2024-08-09,-0.0201480925041584,0.0049173788653394754,-0.025065471369497876
2024-08-16,0.0099047175752264,0.010380541586609518,-0.0004758240113831181
2024-08-23,0.001491131158541,0.0010317645527353437,0.0004593666058056562
2024-08-30,0.0110720835955848,0.006804150779588566,0.0042679328159962344
2024-09-06,0.0004752501757088,0.003956259481654423,-0.003481009305945623
2024-09-13,0.0146053283020888,0.006614714110570707,0.007990614191518093
2024-09-20,0.0236071454477114,-0.00012077533514916108,0.02372792078286056
2024-09-27,0.0243640041487091,0.006218163162133032,0.018145840986576067
2024-10-04,-0.0289413939916106,0.0009089826094121076,-0.029850376601022705
2024-10-11,-0.0056861970480994,0.0064158959108680125,-0.012102092958967412
2024-10-18,-0.0007816011098735,0.004886207894913374,-0.005667809004786874
