Date,Ticker,Weight
2023-05-12,ATW,0.01576169885429702
2023-05-12,BOA,0.004106549863189778
2023-05-12,CDM,2.6834003769016235e-18
2023-05-12,CIH,0.16161380274536208
2023-05-12,CSR,7.860465750519907e-19
2023-05-12,GAZ,0.0
2023-05-12,HPS,0.18270017172262926
2023-05-12,IAM,1.0625181290357943e-17
2023-05-12,LBV,0.0005199110215070562
2023-05-12,LHF,0.09453257972355567
2023-05-12,LSE,0.388121734759853
2023-05-12,MNG,0.1526435513096063
2023-05-12,SID,0.0
2023-05-12,TQM,5.3939058081153846e-18
2023-05-12,WAA,0.0
2023-05-19,ATW,0.050001874018879094
2023-05-19,BOA,0.09664227510070862
2023-05-19,CDM,0.14173086658864992
2023-05-19,CIH,0.15016627714962424
2023-05-19,CSR,0.0
2023-05-19,GAZ,0.007942174497779939
2023-05-19,HPS,0.15571053523448714
2023-05-19,IAM,7.589415207398531e-18
2023-05-19,LBV,0.028454176111916026
2023-05-19,LHF,0.03921863939596905
2023-05-19,LSE,0.1346449160097044
2023-05-19,MNG,0.10178354763976388
2023-05-19,SID,0.0
2023-05-19,TQM,0.0
2023-05-19,WAA,0.09370471825251783
2023-05-26,ATW,0.0485754548295556
2023-05-26,BOA,0.09265789611185994
2023-05-26,CDM,0.16613104900567777
2023-05-26,CIH,0.1466331812725289
2023-05-26,CSR,0.0
2023-05-26,GAZ,0.005347707613521392
2023-05-26,HPS,0.1488552271072267
2023-05-26,IAM,0.0
2023-05-26,LBV,0.03628812842623081
2023-05-26,LHF,0.030436471338286284
2023-05-26,LSE,0.14159862764891323
2023-05-26,MNG,0.09496348960177099
2023-05-26,SID,6.288372600415926e-18
2023-05-26,TQM,8.673617379884035e-19
2023-05-26,WAA,0.0885127670444285
2023-06-02,ATW,0.07138367732862395
2023-06-02,BOA,0.07724972282463805
2023-06-02,CDM,0.10269408118865256
2023-06-02,CIH,0.11734222761449307
2023-06-02,CSR,0.047098553125555206
2023-06-02,GAZ,0.02478990408225141
2023-06-02,HPS,0.11647391318747412
2023-06-02,IAM,0.0
2023-06-02,LBV,0.057281066954397206
2023-06-02,LHF,0.06380974027648499
2023-06-02,LSE,0.09166369000123373
2023-06-02,MNG,0.08482414484321736
2023-06-02,SID,0.05384937651446757
2023-06-02,TQM,0.0
2023-06-02,WAA,0.09153990205851059
2023-06-09,ATW,0.06910307876788215
2023-06-09,BOA,0.08581629227501156
2023-06-09,CDM,0.16231175872753054
2023-06-09,CIH,0.14786237186078102
2023-06-09,CSR,0.03170695053865843
2023-06-09,GAZ,0.0
2023-06-09,HPS,0.13063451172106003
2023-06-09,IAM,2.1751806085490433e-18
2023-06-09,LBV,0.039319653167770925
2023-06-09,LHF,0.04326910236517986
2023-06-09,LSE,0.1044434027129115
2023-06-09,MNG,0.0614147104751685
2023-06-09,SID,0.030701531761135062
2023-06-09,TQM,0.0
2023-06-09,WAA,0.09341663562691042
2023-06-16,ATW,0.06666666666666667
2023-06-16,BOA,0.06666666666666667
2023-06-16,CDM,0.06666666666666667
2023-06-16,CIH,0.06666666666666667
2023-06-16,CSR,0.06666666666666667
2023-06-16,GAZ,0.06666666666666667
2023-06-16,HPS,0.06666666666666667
2023-06-16,IAM,0.06666666666666667
2023-06-16,LBV,0.06666666666666667
2023-06-16,LHF,0.06666666666666667
2023-06-16,LSE,0.06666666666666667
2023-06-16,MNG,0.06666666666666667
2023-06-16,SID,0.06666666666666667
2023-06-16,TQM,0.06666666666666667
2023-06-16,WAA,0.06666666666666667
2023-06-23,ATW,0.06666666666666667
2023-06-23,BOA,0.06666666666666667
2023-06-23,CDM,0.06666666666666667
2023-06-23,CIH,0.06666666666666667
2023-06-23,CSR,0.06666666666666667
2023-06-23,GAZ,0.06666666666666667
2023-06-23,HPS,0.06666666666666667
2023-06-23,IAM,0.06666666666666667
2023-06-23,LBV,0.06666666666666667
2023-06-23,LHF,0.06666666666666667
2023-06-23,LSE,0.06666666666666667
2023-06-23,MNG,0.06666666666666667
2023-06-23,SID,0.06666666666666667
2023-06-23,TQM,0.06666666666666667
2023-06-23,WAA,0.06666666666666667
2023-07-03,ATW,0.06674683442955333
2023-07-03,BOA,0.0668705859866653
2023-07-03,CDM,0.06677659373284163
2023-07-03,CIH,0.06677913008073423
2023-07-03,CSR,0.0667131762825496
2023-07-03,GAZ,0.06651731443028742
2023-07-03,HPS,0.06697803664477155
2023-07-03,IAM,0.06596356087587386
2023-07-03,LBV,0.06655727544833402
2023-07-03,LHF,0.06635642610175031
2023-07-03,LSE,0.06693828769906153
2023-07-03,MNG,0.0666757578078735
2023-07-03,SID,0.066844435667493
2023-07-03,TQM,0.0664209485189834
2023-07-03,WAA,0.0668616362932274
2023-07-07,ATW,0.06666666666666667
2023-07-07,BOA,0.06666666666666667
2023-07-07,CDM,0.06666666666666667
2023-07-07,CIH,0.06666666666666667
2023-07-07,CSR,0.06666666666666667
2023-07-07,GAZ,0.06666666666666667
2023-07-07,HPS,0.06666666666666667
2023-07-07,IAM,0.06666666666666667
2023-07-07,LBV,0.06666666666666667
2023-07-07,LHF,0.06666666666666667
2023-07-07,LSE,0.06666666666666667
2023-07-07,MNG,0.06666666666666667
2023-07-07,SID,0.06666666666666667
2023-07-07,TQM,0.06666666666666667
2023-07-07,WAA,0.06666666666666667
2023-07-14,ATW,0.06666666666666667
2023-07-14,BOA,0.06666666666666667
2023-07-14,CDM,0.06666666666666667
2023-07-14,CIH,0.06666666666666667
2023-07-14,CSR,0.06666666666666667
2023-07-14,GAZ,0.06666666666666667
2023-07-14,HPS,0.06666666666666667
2023-07-14,IAM,0.06666666666666667
2023-07-14,LBV,0.06666666666666667
2023-07-14,LHF,0.06666666666666667
2023-07-14,LSE,0.06666666666666667
2023-07-14,MNG,0.06666666666666667
2023-07-14,SID,0.06666666666666667
2023-07-14,TQM,0.06666666666666667
2023-07-14,WAA,0.06666666666666667
2023-07-21,ATW,0.07590090858006839
2023-07-21,BOA,0.09612244028201006
2023-07-21,CDM,0.06852364298689982
2023-07-21,CIH,0.06355477489202827
2023-07-21,CSR,0.06794849031454542
2023-07-21,GAZ,0.046806997242064524
2023-07-21,HPS,0.1052863589393909
2023-07-21,IAM,6.938893903907228e-18
2023-07-21,LBV,0.061397284881220454
2023-07-21,LHF,0.022842488320408257
2023-07-21,LSE,0.10065412549687486
2023-07-21,MNG,0.06404590274048036
2023-07-21,SID,0.09456175170405255
2023-07-21,TQM,0.04925628434817601
2023-07-21,WAA,0.08309854927178013
2023-07-28,ATW,0.07337952287686086
2023-07-28,BOA,0.0962912024808961
2023-07-28,CDM,0.06222026177140039
2023-07-28,CIH,0.0618158760458969
2023-07-28,CSR,0.06808612374274128
2023-07-28,GAZ,0.04267440828864634
2023-07-28,HPS,0.10280161138346056
2023-07-28,IAM,0.0
2023-07-28,LBV,0.06524477676791089
2023-07-28,LHF,0.028363562536496658
2023-07-28,LSE,0.09762007228116669
2023-07-28,MNG,0.06924562274098367
2023-07-28,SID,0.09477909341293192
2023-07-28,TQM,0.0506968505742359
2023-07-28,WAA,0.08678101509637189
2023-08-04,ATW,0.07661971565609418
2023-08-04,BOA,0.10454160557282682
2023-08-04,CDM,0.05938118618477047
2023-08-04,CIH,0.058897964796171744
2023-08-04,CSR,0.06755335691742191
2023-08-04,GAZ,0.03033400536804605
2023-08-04,HPS,0.11088660929749479
2023-08-04,IAM,0.0
2023-08-04,LBV,0.07074560577665451
2023-08-04,LHF,0.02611791293271871
2023-08-04,LSE,0.09983759522158324
2023-08-04,MNG,0.059875092227337064
2023-08-04,SID,0.09853130879182559
2023-08-04,TQM,0.04182916133301921
2023-08-04,WAA,0.09484887992403561
2023-08-11,ATW,0.06666666666666667
2023-08-11,BOA,0.06666666666666667
2023-08-11,CDM,0.06666666666666667
2023-08-11,CIH,0.06666666666666667
2023-08-11,CSR,0.06666666666666667
2023-08-11,GAZ,0.06666666666666667
2023-08-11,HPS,0.06666666666666667
2023-08-11,IAM,0.06666666666666667
2023-08-11,LBV,0.06666666666666667
2023-08-11,LHF,0.06666666666666667
2023-08-11,LSE,0.06666666666666667
2023-08-11,MNG,0.06666666666666667
2023-08-11,SID,0.06666666666666667
2023-08-11,TQM,0.06666666666666667
2023-08-11,WAA,0.06666666666666667
2023-08-18,ATW,0.06666666666666667
2023-08-18,BOA,0.06666666666666667
2023-08-18,CDM,0.06666666666666667
2023-08-18,CIH,0.06666666666666667
2023-08-18,CSR,0.06666666666666667
2023-08-18,GAZ,0.06666666666666667
2023-08-18,HPS,0.06666666666666667
2023-08-18,IAM,0.06666666666666667
2023-08-18,LBV,0.06666666666666667
2023-08-18,LHF,0.06666666666666667
2023-08-18,LSE,0.06666666666666667
2023-08-18,MNG,0.06666666666666667
2023-08-18,SID,0.06666666666666667
2023-08-18,TQM,0.06666666666666667
2023-08-18,WAA,0.06666666666666667
2023-08-25,ATW,0.06666666666666667
2023-08-25,BOA,0.06666666666666667
2023-08-25,CDM,0.06666666666666667
