,0
vol_12m,-0.01098773104186184
vol_6m,-0.007384011827765726
mom_12m,-0.00245518645924623
vol_3m,-0.0009563123964311533
mom_3m,-0.0003722295963053108
sharpe_12m,0.0
mom_6m,0.0008306381731730163
sharpe_6m,0.00504870482573211
sharpe_3m,0.005664777952906353
